,Sales_ID,name,year,selling_price,km_driven,Region,State_Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold,Brand
3751,3869,Hyundai Verna,2017,700000,82000,South,Georgia,Athens,Diesel,Individual,Manual,First Owner,24.0,1396,88.7,219.7Nm@ 1750-2750rpm,5,N,Hyundai
3752,3870,Maruti Swift,2014,399000,70000,South,Georgia,Athens,Diesel,Individual,Manual,Third Owner,25.0,1248,74.0,190Nm@ 2000rpm,5,N,Maruti
3753,3871,Maruti Ritz,2016,320000,90000,South,Georgia,Athens,Petrol,Individual,Manual,First Owner,18.0,1197,85.8,114Nm@ 4000rpm,5,N,Maruti
3754,3872,Toyota Fortuner,2015,2000000,60000,South,Georgia,Albany,Diesel,Individual,Automatic,First Owner,12.5,2982,168.5,360Nm@ 1400-3200rpm,7,N,Toyota
3755,3873,Skoda Octavia,2014,1100000,79000,South,Georgia,Atlanta,Diesel,Individual,Manual,Second Owner,20.0,1968,141.0,320Nm@ 1750-3000rpm,5,N,Skoda
3756,3874,Toyota Innova,2011,750000,291000,South,Georgia,Albany,Diesel,Individual,Manual,Second Owner,12.0,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7,N,Toyota
3757,3875,Toyota Innova,2010,750000,250000,South,Georgia,Albany,Diesel,Individual,Manual,Second Owner,12.0,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7,N,Toyota
3758,3876,Mahindra Bolero,2018,530000,20000,South,Georgia,Athens,Diesel,Individual,Manual,First Owner,15.9,2523,63.0,180Nm@ 1440-1500rpm,9,N,Mahindra
3759,3877,Maruti Ciaz,2017,750000,53000,South,Georgia,Athens,Diesel,Individual,Manual,First Owner,28.0,1248,88.5,200Nm@ 1750rpm,5,N,Maruti
3760,3878,Nissan Micra,2017,560000,21500,South,Georgia,Athens,Petrol,Individual,Automatic,First Owner,19.3,1198,76.0,104Nm@ 4400rpm,5,N,Nissan
3761,3879,Tata Tiago,2017,450000,89000,South,Georgia,Athens,Diesel,Individual,Manual,First Owner,27.2,1047,69.0,140Nm@ 1800-3000rpm,5,N,Tata
3762,3880,Maruti Swift,2013,459999,35000,South,Florida,Winter Springs,Petrol,Individual,Manual,Second Owner,19.0,1197,85.8,114Nm@ 4000rpm,5,N,Maruti
3763,3881,Maruti Zen,2013,235000,43000,South,Florida,Davie,Petrol,Individual,Manual,Second Owner,19.0,998,67.1,90Nm@ 3500rpm,5,N,Maruti
3764,3882,Hyundai Santro,2009,180000,80000,Central,Illinois,Country Club Hills,Petrol,Individual,Manual,Second Owner,17.9,1086,62.1,96.1Nm@ 3000rpm,5,N,Hyundai
3765,3883,Hyundai Santro,2007,140000,80000,South,Florida,Davie,Petrol,Individual,Manual,Second Owner,17.0,1086,63.0,"9.8@ 3,000(kgm@ rpm)",5,N,Hyundai
3766,3884,Hyundai i20,2014,620000,110000,South,Florida,Davie,Diesel,Individual,Manual,First Owner,22.5,1396,88.73,219.7Nm@ 1500-2750rpm,5,N,Hyundai
3767,3885,Hyundai EON,2012,190000,100000,South,Florida,Daytona Beach,Petrol,Individual,Manual,First Owner,21.0,814,55.2,74.5Nm@ 4000rpm,5,N,Hyundai
3768,3886,Hyundai EON,2018,380000,25000,South,Florida,Daytona Beach,Petrol,Individual,Manual,First Owner,21.0,814,55.2,74.5Nm@ 4000rpm,5,N,Hyundai
3769,3887,Ford EcoSport,2019,1145000,20000,South,Florida,Davie,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5,N,Ford
3770,3888,Tata Zest,2017,540000,70000,South,Florida,Daytona Beach,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,190Nm@ 1750-3000rpm,5,N,Tata
3771,3889,Toyota Innova,2011,800000,197000,Central,Minnesota,Edina,Diesel,Individual,Manual,First Owner,12.0,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7,N,Toyota
3772,3890,Maruti Wagon,2006,150000,100000,Central,Minnesota,Eden Prairie,Petrol,Individual,Manual,Second Owner,14.0,1061,64.0,"8.6@ 3,500(kgm@ rpm)",5,N,Maruti
3773,3891,Maruti 800,1995,55000,70000,Central,Minnesota,Eden Prairie,Petrol,Individual,Manual,First Owner,16.0,796,37.0,59Nm@ 2500rpm,4,N,Maruti
3774,3892,Mahindra XUV500,2015,919999,140000,Central,Minnesota,Edina,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7,N,Mahindra
3775,3894,Maruti Alto,2009,135000,50000,Central,Minnesota,Eden Prairie,Petrol,Individual,Manual,First Owner,19.0,796,46.3,62Nm@ 3000rpm,5,N,Maruti
3776,3895,Tata Tiago,2017,340000,40300,South,Florida,Lake Worth,Petrol,Individual,Manual,First Owner,23.8,1199,84.0,114Nm@ 3500rpm,5,N,Tata
3777,3896,Toyota Innova,2010,525000,120000,East,Pennsylvania,Hazleton,Diesel,Individual,Manual,Second Owner,12.0,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8,N,Toyota
3778,3897,Maruti Celerio,2016,411000,25000,East,Pennsylvania,Hazleton,Petrol,Individual,Manual,Second Owner,23.0,998,67.04,90Nm@ 3500rpm,5,N,Maruti
3779,3898,Maruti Wagon,2010,150000,155000,East,Pennsylvania,Hazleton,Petrol,Individual,Manual,Third Owner,18.0,998,67.1,90Nm@ 3500rpm,5,N,Maruti
3780,3899,Honda Jazz,2015,575000,50000,South,Florida,Lake Worth,Petrol,Individual,Automatic,First Owner,19.0,1199,88.7,110Nm@ 4800rpm,5,N,Honda
3781,3900,Hyundai i20,2017,595000,30030,East,Pennsylvania,Hazleton,Petrol,Dealer,Manual,First Owner,18.0,1197,81.83,114.7Nm@ 4000rpm,5,N,Hyundai
3782,3901,Hyundai Xcent,2017,525000,29029,East,Pennsylvania,Hazleton,Petrol,Dealer,Manual,First Owner,19.0,1197,82.0,114Nm@ 4000rpm,5,N,Hyundai
3783,3902,Maruti Ritz,2012,335000,72072,East,Pennsylvania,Hazleton,Diesel,Dealer,Manual,First Owner,21.0,1248,73.9,113Nm@ 4500rpm,5,N,Maruti
3784,3903,Ford Figo,2012,300000,54000,South,Florida,Lake Worth,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,160Nm@ 2000rpm,5,N,Ford
3785,3904,Hyundai i20,2012,415000,82082,South,Florida,Lake Worth,Diesel,Dealer,Manual,First Owner,22.5,1396,88.73,219.7Nm@ 1500-2750rpm,5,N,Hyundai
3786,3905,Mahindra XUV500,2016,925000,48000,East,Pennsylvania,Hazleton,Diesel,Individual,Manual,Second Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7,N,Mahindra
3787,3906,Maruti Ertiga,2016,750000,20000,South,Florida,Lake Worth,Petrol,Individual,Manual,First Owner,17.0,1373,91.1,130Nm@ 4000rpm,7,N,Maruti
3788,3907,Hyundai Verna,2018,1150000,49000,South,Florida,Kissimmee,Diesel,Individual,Automatic,First Owner,22.0,1582,126.2,259.87nm@ 1500-3000rpm,5,N,Hyundai
3789,3908,Datsun GO,2015,260000,35000,South,Florida,Kissimmee,Petrol,Individual,Manual,Third Owner,19.4,1198,67.0,104Nm@ 4000rpm,7,N,Datsun
3790,3909,Maruti Alto,2017,260000,67000,South,Florida,Lake Worth,CNG,Individual,Manual,First Owner,46.815999999999995,796,40.3,60Nm@ 3500rpm,4,N,Maruti
3791,3910,Maruti Swift,2011,347000,80600,East,New Jersey,South Vineland,Diesel,Individual,Manual,First Owner,19.0,1248,73.9,190Nm@ 2000rpm,5,N,Maruti
3792,3911,Hyundai EON,2013,195000,58609,West,California,Lodi,Petrol,Individual,Manual,Second Owner,21.0,814,55.2,74.5Nm@ 4000rpm,5,N,Hyundai
3793,3912,Fiat Punto,2016,265000,33003,East,Maine,Bangor,Petrol,Individual,Manual,First Owner,15.0,1172,67.0,96Nm@ 2500rpm,5,N,Fiat
3794,3913,Maruti Wagon,2016,320000,43000,West,California,Lodi,CNG,Individual,Manual,Second Owner,37.24,998,58.16,77Nm@ 3500rpm,5,N,Maruti
3795,3914,Hyundai i20,2016,590000,16500,West,California,Lodi,Petrol,Individual,Manual,First Owner,18.0,1197,81.83,114.7Nm@ 4000rpm,5,N,Hyundai
3796,3915,Toyota Innova,2012,650000,138000,West,California,Long Beach,Diesel,Individual,Manual,Second Owner,12.0,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8,N,Toyota
3797,3916,Mahindra Scorpio,2013,509999,165500,West,California,Long Beach,Diesel,Individual,Manual,Second Owner,14.0,2523,75.0,200Nm@ 1400-2200rpm,9,N,Mahindra
3798,3917,Maruti Swift,2011,350000,120000,West,California,Long Beach,Diesel,Individual,Manual,Second Owner,19.0,1248,73.9,190Nm@ 2000rpm,5,N,Maruti
3799,3918,Tata Nexon,2018,749000,30000,East,Maine,Waterville,Diesel,Individual,Manual,First Owner,21.0,1497,108.5,260Nm@ 1500-2750rpm,5,N,Tata
3800,3919,Tata Indigo,2010,150000,70000,East,New Hampshire,Derry,Diesel,Individual,Manual,Second Owner,19.0,1396,69.0,135Nm@ 2500rpm,5,N,Tata
3801,3921,Maruti Zen,2003,58000,170000,West,California,Long Beach,Petrol,Individual,Manual,Third Owner,17.0,993,60.0,78Nm@ 4500rpm,5,N,Maruti
3802,3922,Mahindra Verito,2011,200000,120000,West,California,Long Beach,Diesel,Individual,Manual,Third Owner,21.0,1461,64.1,160Nm@ 2000rpm,5,N,Mahindra
3803,3924,Tata Indica,2014,240000,168000,West,Colorado,Thornton,Diesel,Individual,Manual,Second Owner,22.0,1248,74.0,190Nm@ 1750-3000rpm,5,N,Tata
3804,3925,Honda Amaze,2017,515000,60000,West,Colorado,Thornton,Diesel,Individual,Manual,Second Owner,25.0,1498,98.6,200Nm@ 1750rpm,5,N,Honda
3805,3926,Maruti Alto,2008,145000,120000,West,Colorado,Thornton,Petrol,Individual,Manual,Second Owner,19.0,796,46.3,62Nm@ 3000rpm,5,N,Maruti
3806,3927,Maruti Wagon,2016,450000,5800,West,Colorado,Thornton,Petrol,Individual,Manual,Second Owner,20.5,998,67.04,90Nm@ 3500rpm,5,N,Maruti
3807,3928,Maruti A-Star,2010,179000,68700,West,Colorado,Westminster,Petrol,Individual,Manual,Third Owner,19.0,998,66.1,90Nm@ 3500rpm,5,N,Maruti
3808,3929,Hyundai Verna,2007,220000,108000,Central,Michigan,Southgate,Petrol,Individual,Manual,Third Owner,13.0,1599,103.2,"14.9@ 3,000(kgm@ rpm)",5,N,Hyundai
3809,3930,Tata Zest,2020,500000,40000,West,Colorado,Thornton,Petrol,Individual,Manual,First Owner,17.5,1193,88.7,140Nm@ 1500-4000rpm,5,N,Tata
3810,3931,Ford Fiesta,2009,190000,100000,West,Colorado,Westminster,Diesel,Individual,Manual,Second Owner,17.0,1399,67.0,160Nm@ 2000rpm,5,N,Ford
3811,3932,Chevrolet Beat,2015,200000,40000,West,Colorado,Westminster,Diesel,Individual,Manual,First Owner,25.4,936,56.3,142.5Nm@ 1750rpm,5,N,Chevrolet
3812,3933,Ford EcoSport,2018,850000,90000,West,Colorado,Westminster,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,150Nm@ 4500rpm,5,N,Ford
3813,3934,Volkswagen Polo,2011,270000,60000,West,Colorado,Westminster,Petrol,Individual,Manual,Second Owner,16.4,1198,73.9,110Nm@ 3750rpm,5,N,Volkswagen
3814,3935,Hyundai EON,2016,335000,17000,West,Colorado,Thornton,Petrol,Individual,Manual,First Owner,21.0,814,55.2,74.5Nm@ 4000rpm,5,N,Hyundai
3815,3936,Maruti Wagon,2018,459999,5000,West,Colorado,Westminster,Petrol,Individual,Manual,First Owner,20.5,998,67.04,90Nm@ 3500rpm,5,N,Maruti
3816,3937,Maruti Vitara,2017,710000,60000,West,Colorado,Thornton,Diesel,Individual,Manual,First Owner,24.0,1248,88.5,200Nm@ 1750rpm,5,N,Maruti
3817,3938,Maruti Swift,2015,330000,140000,West,Colorado,Thornton,Diesel,Individual,Manual,Second Owner,26.5,1248,74.0,190Nm@ 2000rpm,5,N,Maruti
3818,3939,Jeep Compass,2017,1515000,15000,Central,Michigan,Southgate,Diesel,Individual,Manual,First Owner,17.0,1956,170.0,350Nm@ 1750-2500rpm,5,N,Jeep
3819,3940,Tata Nexon,2018,750000,25000,West,Colorado,Thornton,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170Nm@ 1750-4000rpm,5,N,Tata
3820,3941,Chevrolet Spark,2016,160000,50000,West,Colorado,Westminster,Petrol,Individual,Manual,Second Owner,16.0,995,62.1,90.3Nm@ 4200rpm,5,N,Chevrolet
3821,3942,Chevrolet Beat,2016,215000,60000,East,Massachusetts,Hopkinton,Diesel,Individual,Manual,Second Owner,25.4,936,56.3,142.5Nm@ 1750rpm,5,N,Chevrolet
3822,3943,Tata Nano,2012,60000,40000,West,California,Sacramento,Petrol,Individual,Manual,Second Owner,25.0,624,38.0,51Nm@ 4000+/-500rpm,4,N,Tata
3823,3944,Maruti Swift,2014,480000,72000,West,California,Sacramento,Petrol,Individual,Manual,First Owner,19.0,1197,85.8,114Nm@ 4000rpm,5,N,Maruti
3824,3945,Tata Manza,2012,140000,195000,East,Massachusetts,Brookline,Diesel,Individual,Manual,Second Owner,21.1,1248,88.8,200Nm@ 1750-3000rpm,5,N,Tata
3825,3946,Hyundai EON,2012,200000,70000,East,Maine,South Portland,Petrol,Individual,Manual,First Owner,21.0,814,55.2,74.5Nm@ 4000rpm,5,N,Hyundai
3826,3947,Nissan Micra,2013,400000,83000,East,Connecticut,Norwich,Diesel,Individual,Manual,First Owner,23.0,1461,63.1,160Nm@ 2000rpm,5,N,Nissan
3827,3948,Hyundai EON,2012,180000,100000,West,California,Sacramento,Petrol,Individual,Manual,Second Owner,21.0,814,55.2,74.5Nm@ 4000rpm,5,N,Hyundai
3828,3949,Maruti Swift,2015,550000,25000,West,California,Sacramento,Petrol,Individual,Manual,First Owner,20.0,1197,81.8,113Nm@ 4200rpm,5,N,Maruti
3829,3950,Maruti Swift,2016,550000,50000,West,California,Sacramento,Diesel,Individual,Manual,First Owner,25.0,1248,74.0,190Nm@ 2000rpm,5,N,Maruti
3830,3951,Maruti Ertiga,2012,550000,67000,West,California,Sacramento,Diesel,Individual,Manual,First Owner,20.7,1248,88.76,200Nm@ 1750rpm,7,N,Maruti
3831,3952,Maruti Zen,2011,270000,30000,West,California,Salinas,Petrol,Individual,Manual,First Owner,19.0,998,67.1,90Nm@ 3500rpm,5,N,Maruti
3832,3953,Renault Pulse,2013,315000,85000,West,California,Sacramento,Diesel,Individual,Manual,First Owner,23.0,1461,63.12,160Nm@ 2000rpm,5,N,Renault
3833,3954,Mahindra Thar,2018,875000,25000,Central,South Dakota,Rapid City,Diesel,Individual,Manual,First Owner,16.5,2498,105.0,247Nm@ 1800-2000rpm,6,N,Mahindra
3834,3955,Toyota Innova,2007,400000,170000,Central,South Dakota,Rapid City,Diesel,Individual,Manual,First Owner,12.0,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8,N,Toyota
3835,3956,Mahindra Scorpio,2014,540000,110000,East,Ohio,Lakewood,Diesel,Individual,Manual,First Owner,14.0,2523,75.0,200Nm@ 1400-2200rpm,8,N,Mahindra
3836,3957,Maruti Wagon,2017,350000,60000,East,Ohio,Lakewood,CNG,Individual,Manual,First Owner,37.24,998,58.16,77Nm@ 3500rpm,5,N,Maruti
3837,3958,Hyundai Verna,2011,360000,80000,Central,South Dakota,Rapid City,Diesel,Individual,Manual,Second Owner,22.3,1582,126.32,259.8Nm@ 1900-2750rpm,5,N,Hyundai
3838,3959,Maruti Wagon,2014,300000,31000,Central,South Dakota,Rapid City,Petrol,Individual,Manual,First Owner,20.5,998,67.04,90Nm@ 3500rpm,5,N,Maruti
3839,3960,Hyundai Grand,2014,350000,100000,Central,South Dakota,Rapid City,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,160Nm@ 1500-2750rpm,5,N,Hyundai
3840,3961,Mahindra NuvoSport,2016,650000,130000,Central,South Dakota,Rapid City,Diesel,Individual,Manual,First Owner,17.4,1493,100.0,240Nm@ 1600-2800rpm,7,N,Mahindra
3841,3962,Maruti Wagon,2016,350000,20000,Central,Indiana,La Porte,Petrol,Individual,Manual,First Owner,20.5,998,67.04,90Nm@ 3500rpm,5,N,Maruti
3842,3963,Ford EcoSport,2017,700000,60000,Central,Texas,Lake Jackson,Diesel,Individual,Manual,First Owner,22.7,1498,98.59,205Nm@ 1750-3250rpm,5,N,Ford
3843,3964,Maruti Swift,2013,415000,102996,Central,South Dakota,Rapid City,Diesel,Individual,Manual,Second Owner,23.0,1248,74.0,190Nm@ 2000rpm,5,N,Maruti
3844,3965,Mahindra Marazzo,2019,1460000,5000,Central,Texas,Lake Jackson,Diesel,Individual,Manual,First Owner,17.0,1497,121.0,300Nm@ 1750-2500rpm,7,N,Mahindra
3845,3966,Tata Nexon,2017,830000,35000,Central,Indiana,La Porte,Diesel,Individual,Manual,First Owner,21.0,1497,108.5,260Nm@ 1500-2750rpm,5,N,Tata
3846,3967,Datsun GO,2018,430000,5000,Central,Indiana,La Porte,Petrol,Individual,Manual,Second Owner,20.6,1198,67.0,104Nm@ 4000rpm,5,N,Datsun
3847,3968,Ford EcoSport,2017,850000,60000,Central,Indiana,La Porte,Diesel,Individual,Manual,First Owner,22.7,1498,98.59,205Nm@ 1750-3250rpm,5,N,Ford
3848,3969,Maruti Swift,2017,650000,70000,Central,Indiana,La Porte,Petrol,Individual,Manual,First Owner,20.8,1197,83.14,115Nm@ 4000rpm,5,N,Maruti
3849,3970,Hyundai Verna,2008,120000,120000,Central,Texas,Lake Jackson,Diesel,Individual,Manual,Second Owner,16.0,1493,110.0,"24@ 1,900-2,750(kgm@ rpm)",5,N,Hyundai
3850,3971,Mahindra TUV,2016,730000,65100,Central,Indiana,La Porte,Diesel,Individual,Manual,Second Owner,18.4,1493,100.0,240Nm@ 1600-2800rpm,7,N,Mahindra
3851,3972,Maruti Ignis,2019,525000,20000,Central,Texas,Lake Jackson,Petrol,Individual,Automatic,First Owner,20.8,1197,81.8,113Nm@ 4200rpm,5,N,Maruti
3852,3973,Hyundai i20,2015,600000,108000,East,Ohio,Xenia,Diesel,Individual,Manual,First Owner,21.1,1396,88.73,220Nm@ 1500-2750rpm,5,N,Hyundai
3853,3974,Maruti Swift,2019,500000,15000,East,Ohio,Wooster,Petrol,Individual,Manual,First Owner,21.2,1197,81.8,113Nm@ 4200rpm,5,N,Maruti
3854,3975,Hyundai Santro,2009,150000,77000,East,Ohio,Xenia,Petrol,Individual,Manual,First Owner,17.9,1086,62.1,96.1Nm@ 3000rpm,5,N,Hyundai
3855,3976,Maruti Wagon,2015,409999,18500,East,Ohio,Wooster,Petrol,Individual,Manual,First Owner,20.5,998,67.04,90Nm@ 3500rpm,5,N,Maruti
3856,3977,Mahindra TUV,2016,625000,120000,East,Ohio,Wooster,Diesel,Individual,Manual,First Owner,18.4,1493,100.0,240Nm@ 1600-2800rpm,7,N,Mahindra
3857,3978,Renault KWID,2015,290000,15200,East,Ohio,Xenia,Petrol,Individual,Manual,First Owner,25.1,799,53.3,72Nm@ 4386rpm,5,N,Renault
3858,3979,Honda Mobilio,2015,500000,35000,East,Ohio,Xenia,Petrol,Individual,Manual,First Owner,17.0,1497,117.3,145Nm@ 4600rpm,7,N,Honda
3859,3980,Hyundai Verna,2011,475000,80000,West,California,Woodland,Diesel,Individual,Manual,First Owner,22.3,1582,126.32,259.8Nm@ 1900-2750rpm,5,N,Hyundai
3860,3981,Hyundai EON,2013,190000,70000,West,California,Woodland,Petrol,Individual,Manual,First Owner,21.0,814,55.2,74.5Nm@ 4000rpm,5,N,Hyundai
3861,3982,Mahindra XUV500,2014,750000,80000,West,California,Yuba City,Diesel,Individual,Manual,Second Owner,15.0,2179,140.0,330Nm@ 1600-2800rpm,7,N,Mahindra
3862,3983,Nissan Terrano,2014,525000,120000,West,California,Yuba City,Diesel,Individual,Manual,Second Owner,19.0,1461,108.5,248Nm@ 2250rpm,5,N,Nissan
3863,3984,Chevrolet Cruze,2012,495000,82000,West,California,Woodland,Diesel,Individual,Manual,Third Owner,17.0,1998,163.7,380Nm@ 2000rpm,5,N,Chevrolet
3864,3985,Hyundai i20,2015,550000,60000,West,California,Yucaipa,Diesel,Individual,Manual,First Owner,22.5,1396,88.73,219.7Nm@ 1500-2750rpm,5,N,Hyundai
3865,3986,Mahindra XUV500,2012,595000,129000,West,California,Yucaipa,Diesel,Individual,Manual,Third Owner,15.0,2179,140.0,330Nm@ 1600-2800rpm,7,N,Mahindra
3866,3987,Fiat Grande,2015,550000,67000,West,California,Woodland,Diesel,Individual,Manual,First Owner,21.0,1248,75.0,197Nm@ 1750rpm,5,N,Fiat
3867,3988,Toyota Fortuner,2015,2000000,120000,Central,Illinois,Galesburg,Diesel,Individual,Manual,First Owner,13.0,2494,142.0,343Nm@ 1600-2800rpm,7,N,Toyota
3868,3989,Tata Safari,2010,400000,120000,Central,Illinois,Freeport,Diesel,Individual,Manual,Fourth & Above Owner,13.9,2179,138.03,320Nm@ 1700-2700rpm,7,N,Tata
3869,3990,Fiat Avventura,2015,500000,96500,Central,Illinois,Freeport,Diesel,Individual,Manual,First Owner,20.0,1248,91.72,209Nm@ 2000rpm,5,N,Fiat
3870,3991,Maruti Wagon,2017,340000,52412,Central,Illinois,Galesburg,Petrol,Dealer,Manual,First Owner,18.0,998,67.1,90Nm@ 3500rpm,5,N,Maruti
3871,3992,Mahindra Scorpio,2012,480000,85472,Central,Illinois,Galesburg,Diesel,Dealer,Manual,First Owner,12.0,2179,120.0,290Nm@ 1800-2800rpm,8,N,Mahindra
3872,3993,Ford EcoSport,2013,480000,87452,Central,Illinois,Freeport,Diesel,Dealer,Manual,Second Owner,22.7,1498,98.59,205Nm@ 1750-3250rpm,5,N,Ford
3873,3994,Ford EcoSport,2018,750000,17000,Central,Illinois,Glen Ellyn,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5,N,Ford
3874,3995,Maruti Wagon,2008,100000,66530,Central,Illinois,Galesburg,Petrol,Individual,Manual,Second Owner,18.0,1061,67.0,84Nm@ 3500rpm,5,N,Maruti
3875,3996,Hyundai i20,2013,290000,40000,Central,Illinois,Galesburg,Petrol,Individual,Manual,First Owner,18.0,1197,82.85,113.7Nm@ 4000rpm,5,N,Hyundai
3876,3997,Fiat Avventura,2015,425000,96500,Central,Illinois,Galesburg,Diesel,Individual,Manual,First Owner,20.0,1248,91.72,209Nm@ 2000rpm,5,N,Fiat
3877,3998,Honda City,2010,285000,79000,Central,Missouri,Mehlville,Petrol,Individual,Manual,First Owner,16.0,1497,116.3,146Nm@ 4800rpm,5,N,Honda
3878,3999,Mahindra TUV,2016,625000,50000,Central,Missouri,Mehlville,Diesel,Individual,Manual,First Owner,18.4,1493,100.0,240Nm@ 1600-2800rpm,7,N,Mahindra
3879,4000,Fiat Grande,2012,170000,60000,South,North Carolina,Monroe,Diesel,Individual,Manual,Second Owner,20.0,1248,75.0,197Nm@ 1750rpm,5,N,Fiat
3880,4001,Tata Zest,2018,459999,35000,South,North Carolina,Kannapolis,Petrol,Individual,Manual,First Owner,17.5,1193,88.7,140Nm@ 1500-4000rpm,5,N,Tata
3881,4002,Fiat Avventura,2015,450000,120000,South,North Carolina,Kannapolis,Diesel,Individual,Manual,First Owner,20.0,1248,91.72,209Nm@ 2000rpm,5,N,Fiat
3882,4003,Maruti Swift,2019,650000,10000,South,North Carolina,Kannapolis,Petrol,Individual,Automatic,First Owner,21.2,1197,81.8,113Nm@ 4200rpm,5,N,Maruti
3883,4004,Hyundai i20,2017,600000,15000,South,North Carolina,Monroe,Petrol,Individual,Manual,First Owner,17.1,1197,81.86,114.73Nm@ 4000rpm,5,N,Hyundai
3884,4005,Maruti Alto,2013,178000,70000,South,North Carolina,Monroe,CNG,Individual,Manual,Second Owner,42.644,796,47.3,69Nm@ 3500rpm,5,N,Maruti
3885,4006,Maruti Alto,2016,300000,5000,Central,Missouri,Mehlville,Petrol,Individual,Manual,First Owner,22.7,796,47.3,69Nm@ 3500rpm,5,N,Maruti
3886,4007,Maruti Alto,2009,150000,40000,South,North Carolina,Kannapolis,Petrol,Individual,Manual,First Owner,19.0,796,46.3,62Nm@ 3000rpm,5,N,Maruti
3887,4008,Hyundai Elite,2019,590000,10000,South,North Carolina,Kannapolis,Petrol,Individual,Manual,First Owner,18.0,1197,81.86,114.73nm@ 4000rpm,5,N,Hyundai
3888,4009,Hyundai EON,2016,310000,25000,South,North Carolina,Jacksonville,Petrol,Individual,Manual,First Owner,21.0,814,55.2,74.5Nm@ 4000rpm,5,N,Hyundai
3889,4010,Tata Zest,2017,400000,53000,South,North Carolina,Indian Trail,Petrol,Individual,Manual,First Owner,17.5,1193,88.7,140Nm@ 1500-4000rpm,5,N,Tata
3890,4011,Mahindra Scorpio,2014,520000,110000,South,North Carolina,Jacksonville,Diesel,Individual,Manual,Second Owner,12.0,2179,120.0,290Nm@ 1800-2800rpm,9,N,Mahindra
3891,4012,Ashok Leyland,2013,300000,200000,South,North Carolina,Jacksonville,Diesel,Individual,Manual,Second Owner,20.0,1461,75.0,185Nm@ 1750-2750rpm,8,N,Ashok
3892,4013,Mahindra XUV300,2019,1000000,22000,South,North Carolina,Kannapolis,Petrol,Individual,Manual,First Owner,17.0,1197,110.0,200Nm@ 2000-3500rpm,5,N,Mahindra
3893,4014,Maruti Wagon,2003,65000,70000,South,North Carolina,Jacksonville,Petrol,Individual,Manual,Fourth & Above Owner,18.0,998,67.1,90Nm@ 3500rpm,5,N,Maruti
3894,4015,Honda Amaze,2015,509999,75000,Central,Missouri,Mehlville,Diesel,Individual,Manual,Second Owner,25.0,1498,98.6,200Nm@ 1750rpm,5,N,Honda
3895,4016,Maruti Wagon,2012,221000,70000,Central,Missouri,Mehlville,Petrol,Individual,Manual,First Owner,18.0,998,67.1,90Nm@ 3500rpm,5,N,Maruti
3896,4017,Volkswagen Vento,2014,390000,64000,Central,Missouri,Mehlville,Petrol,Individual,Manual,Third Owner,15.0,1598,103.2,153Nm@ 3800rpm,5,N,Volkswagen
3897,4018,Maruti Gypsy,2002,350000,60000,Central,Missouri,Mehlville,Petrol,Individual,Manual,First Owner,11.9,1298,80.0,103Nm@ 4500rpm,8,N,Maruti
3898,4019,Maruti Alto,2009,195000,40000,South,North Carolina,Jacksonville,Petrol,Individual,Manual,First Owner,19.0,796,46.3,62Nm@ 3000rpm,5,N,Maruti
3899,4020,Audi Q7,2010,1750000,110000,Central,Illinois,Carpentersville,Diesel,Individual,Automatic,Second Owner,12.0,2967,241.4,550Nm@ 1750-2750rpm,7,N,Audi
3900,4021,Mahindra Scorpio,2013,600000,60000,Central,Illinois,Carpentersville,Diesel,Individual,Manual,First Owner,12.0,2179,120.0,290Nm@ 1800-2800rpm,8,N,Mahindra
3901,4022,Hyundai i20,2015,615000,72000,Central,Illinois,Carpentersville,Diesel,Individual,Manual,First Owner,22.5,1396,88.73,219.7Nm@ 1500-2750rpm,5,N,Hyundai
3902,4023,Hyundai i20,2013,350000,70000,Central,Illinois,Carpentersville,Diesel,Individual,Manual,Second Owner,21.0,1396,88.76,219.6Nm@ 1500-2750rpm,5,N,Hyundai
3903,4024,Chevrolet Beat,2012,140000,75000,Central,Illinois,Carpentersville,Diesel,Individual,Manual,First Owner,25.4,936,57.6,150Nm@ 1750rpm,5,N,Chevrolet
3904,4025,Hyundai i20,2017,650000,32331,Central,Illinois,Carpentersville,Diesel,Individual,Manual,Second Owner,22.5,1396,88.73,219.7Nm@ 1500-2750rpm,5,N,Hyundai
